partnumber,name,description,images,retailprice,parttype,Brand,sku,Barcode,EAN,WeightGrams,DimensionsLengthMM,DimensionsWidthMM,DimensionsHeightMM,Gtin14
VFC255,Pipercross Car Viper Kit VFC255,"Originally developed in conjunction with Lotus on their legendary 340R the Viper brings race car technology to the road. Encased in Carbon fibre to reduce intake temperatures the reverse flow filter offers fantastic flow and filtration.
Equipped with a 75mm cold air feed each filter??includes a selection of neck adaptors to fit 60/65/70/75mm pipes.
Pipercross work closely with engine designers and because each race series is different, so too are the foams. Other filtration mediums such as paper or cotton-gauze cannot achieve this fine balance cost effectively making Pipercross ideal for competition production.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/pip_VFS-viper-kit_fe26614c-30ef-41fd-a51b-5a603af24a34_2048x.jpg?v=1591867192,212.41,,Pipercross,VFC255,,,,,,,
PK353,Pipercross Car Induction Kit PK353,"Pipercross Induction Systems remove the restrictive factory airbox to offer the maximum possible airflow into the engine.
All filters use Pipercross composite airflow technology and systems are only released for production when they are bench-flow tested and make an improvement in airflow performance.
Pipercross induction sytems are highly recommended for optimum performance.
They directly replace the oem airbox and intake pipe, allowing an increase in flow over standard, up to 100 increase in some applications.??
Intakes also have an improved look over OEM and increase intake noise to improve your driving experience. These do not affect manufacturers warranty.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PK_56a3dd84-7a11-4860-908f-06459a1a28e2_2048x.jpg?v=1574073612,95.58,,Pipercross,PK353,,,,,,,
VF353,Pipercross Car Viper Kit VF353,"The Pipercross V1 range is where design and performance come together.
The V1 airbox has a beautiful carbon, lightweight design, allowing it to be a direct, bolt on system.
Increase air flow by removing the restrictive standard system.
Increase in air flow with the enlarged carbon fibre box and inlet tube.
Powered by Pipercross, The Pipercross cone filter will maximise the air flow which will help provide more power whilst maintaing clean & safe air for your engine using Pipercross's Performance foam compound.
The V1 is the optimal product to increase your air flow, perfect for anyone looking to gain more horsepower. The Pipercross V1 will always see more gains when partnered with supporting modifications and an ECU Remap, but will work well on it's own.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/BLANK_11894e6e-8619-4ef6-8de2-65aeb1065693_2048x.jpg?v=1574077912,185.87,,Pipercross,VF353,,,,,,,
VTFD02B,Velossa Tech + Pipercross Filter Bundle for Ford Focus Mk3 ST250,"Velossatech and Pipercross go hand in hand, take advantage of this bundle and get the Pipercross Air filter PX1746 as well!??












Features
?? Maximum performance design, optimized inlet flare, and convergent duct?? All hardware included?? Smooth finish for maximum airflow?? OEM fitment?? Two-layer UV protective coating for sun protection against colour fade?? No permanent modification necessary?? No tune necessary (although beneficial if you tune with the Big Mouth)?? Made in the USA



The Velossa Tech Big Mouth is designed to scoop up, pressurise and feed fresh air into your stock airbox. Improving performance, throttle response and intake air temperatures. The Velossa Tech Big Mouth is a truly unique upgrade that allows you to get the performance benefits of a properly engineered ram duct and have the aesthetic appeal of your liking!
It has been carefully designed to bolt directly on to the inlet cowl and feed your aftermarket or stock airbox, greatly improving the performance. Designed in-house in the USA using the latest aerospace CFD fluid flow simulation techniques and methods, backed by hours and hours of R&D, fitment testing and real-world driving, we are sure you will fall in love with the American made quality and engineering of the Velossa Tech Big Mouth.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/Black_ff5b62c7-8ea8-4d47-ad79-f9bf9fa13bfb_2048x.jpg?v=1604665499,219.95,,Pipercross,VTFD02B,,,,,,,
VTFD02B,Velossa Tech Big Mouth Ram Air Kit for Ford Focus Mk3 ST250,"Features
?? Maximum performance design, optimized inlet flare, and convergent duct?? All hardware included?? Smooth finish for maximum airflow?? OEM fitment?? Two-layer UV protective coating for sun protection against colour fade?? No permanent modification necessary?? No tune necessary (although beneficial if you tune with the Big Mouth)?? Made in the USA



The Velossa Tech Big Mouth is designed to scoop up, pressurise and feed fresh air into your stock airbox. Improving performance, throttle response and intake air temperatures. The Velossa Tech Big Mouth is a truly unique upgrade that allows you to get the performance benefits of a properly engineered ram duct and have the aesthetic appeal of your liking!
It has been carefully designed to bolt directly on to the inlet cowl and feed your aftermarket or stock airbox, greatly improving the performance. Designed in-house in the USA using the latest aerospace CFD fluid flow simulation techniques and methods, backed by hours and hours of R&D, fitment testing and real-world driving, we are sure you will fall in love with the American made quality and engineering of the Velossa Tech Big Mouth.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/Focus_ST_-_RED_2048x.jpg?v=1589547660,179.95,,Pipercross,VTFD02B,,,,,,,
VTFD03BK,Velossa Tech + Pipercross Filter Bundle for Ford Focus Mk3 RS,"Features

?? Maximum performance design, optimized inlet flare, and convergent duct?? All hardware included?? Smooth finish for maximum airflow?? OEM fitment?? Two-layer UV protective coating for sun protection against colour fade?? No permanent modification necessary?? No tune necessary (although beneficial if you tune with the Big Mouth)?? Made in the USA



The Velossa Tech Big Mouth is designed to scoop up, pressurise and feed fresh air into your stock airbox. Improving performance, throttle response and intake air temperatures. The Velossa Tech Big Mouth is a truly unique upgrade that allows you to get the performance benefits of a properly engineered ram duct and have the aesthetic appeal of your liking!
It has been carefully designed to bolt directly on to the inlet cowl and feed your aftermarket or stock airbox, greatly improving the performance. Designed in-house in the USA using the latest aerospace CFD fluid flow simulation techniques and methods, backed by hours and hours of R&D, fitment testing and real-world driving, we are sure you will fall in love with the American made quality and engineering of the Velossa Tech Big Mouth.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/Black_2048x.jpg?v=1604664759,219.95,,Pipercross,VTFD03BK,,,,,,,
VTFD03BK,Velossa Tech Big Mouth RAM Air Kit for Ford Focus Mk3 RS,"Features

?? Maximum performance design, optimized inlet flare, and convergent duct?? All hardware included?? Smooth finish for maximum airflow?? OEM fitment?? Two-layer UV protective coating for sun protection against colour fade?? No permanent modification necessary?? No tune necessary (although beneficial if you tune with the Big Mouth)?? Made in the USA



The Velossa Tech Big Mouth is designed to scoop up, pressurise and feed fresh air into your stock airbox. Improving performance, throttle response and intake air temperatures. The Velossa Tech Big Mouth is a truly unique upgrade that allows you to get the performance benefits of a properly engineered ram duct and have the aesthetic appeal of your liking!
It has been carefully designed to bolt directly on to the inlet cowl and feed your aftermarket or stock airbox, greatly improving the performance. Designed in-house in the USA using the latest aerospace CFD fluid flow simulation techniques and methods, backed by hours and hours of R&D, fitment testing and real-world driving, we are sure you will fall in love with the American made quality and engineering of the Velossa Tech Big Mouth.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/Focus_RS_-_BLUE_2048x.jpg?v=1589547653,179.95,,Pipercross,VTFD03BK,,,,,,,
PP2008,Pipercross Car Panel Filter PP2008,"Pipercross Panel Filter  PP2008 measures 268mm x 205mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP2008_2048x.jpg?v=1591102411,41.99,,Pipercross,PP2008,,,,,,,
PK431,Pipercross Car Induction kit PK431,,https://cdn.shopify.com/s/files/1/0247/5225/9121/products/3DIntake_2048x.jpg?v=1637314546,349.99,,Pipercross,PK431,,,,,,,
VTFD06B,Velossa Tech + Pipercross Filter Bundle for Ford Focus Mk4 ST,"Mk8 Fiesta Velossatech sold with two scoops.
Pipercorss and Velossatech go hand in hand, take advantage of this bundle and get the Pipercorss PP2008 included










Features
?? Maximum performance design, optimized inlet flare, and convergent duct?? All hardware included?? Smooth finish for maximum airflow?? OEM fitment?? Two-layer UV protective coating for sun protection against colour fade?? No permanent modification necessary?? No tune necessary (although beneficial if you tune with the Big Mouth)?? Made in the USA



The Velossa Tech Big Mouth is designed to scoop up, pressurise and feed fresh air into your stock airbox. Improving performance, throttle response and intake air temperatures. The Velossa Tech Big Mouth is a truly unique upgrade that allows you to get the performance benefits of a properly engineered ram duct and have the aesthetic appeal of your liking!
It has been carefully designed to bolt directly on to the inlet cowl and feed your aftermarket or stock airbox, greatly improving the performance. Designed in-house in the USA using the latest aerospace CFD fluid flow simulation techniques and methods, backed by hours and hours of R&D, fitment testing and real-world driving, we are sure you will fall in love with the American made quality and engineering of the Velossa Tech Big Mouth.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/Black_7344b070-b76d-41ca-b1b8-30ebcb847ffd_2048x.jpg?v=1604666028,209.95,,Pipercross,VTFD06B,,,,,,,
VTFD06B,Velossa Tech Big Mouth Ram Air Kit for Ford Focus Mk4,"Mk8 Fiesta Velossatech sold with two scoops.










Features
?? Maximum performance design, optimized inlet flare, and convergent duct?? All hardware included?? Smooth finish for maximum airflow?? OEM fitment?? Two-layer UV protective coating for sun protection against colour fade?? No permanent modification necessary?? No tune necessary (although beneficial if you tune with the Big Mouth)?? Made in the USA



The Velossa Tech Big Mouth is designed to scoop up, pressurise and feed fresh air into your stock airbox. Improving performance, throttle response and intake air temperatures. The Velossa Tech Big Mouth is a truly unique upgrade that allows you to get the performance benefits of a properly engineered ram duct and have the aesthetic appeal of your liking!
It has been carefully designed to bolt directly on to the inlet cowl and feed your aftermarket or stock airbox, greatly improving the performance. Designed in-house in the USA using the latest aerospace CFD fluid flow simulation techniques and methods, backed by hours and hours of R&D, fitment testing and real-world driving, we are sure you will fall in love with the American made quality and engineering of the Velossa Tech Big Mouth.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/thumbnail_8_af081dde-b81c-4f59-ae26-2a31ef9898bf_2048x.jpg?v=1602753323,179.95,,Pipercross,VTFD06B,,,,,,,
PP1844,Pipercross Car Panel Filter PP1844,"Pipercross Panel Filter  PP1844 measures 295mm x 240mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1844_7850b39b-75e7-4358-912f-68d11cc26777_2048x.jpg?v=1587378426,41.99,,Pipercross,PP1844,,,,,,,
PX1893,Pipercross Car Panel Filter PX1893,"Pipercross Panel Filter  PX1893 measures 157mm x 76mm x 204mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PX1893_725fc2cb-f3f6-4573-8f19-a0d4844fcb8f_2048x.jpg?v=1587378134,41.99,,Pipercross,PX1893,,,,,,,
PP1410,Pipercross Car Panel Filter PP1410,"Pipercross Panel Filter  PP1410 measures 287mm x 157mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1410_af63c1d4-1fd4-47ce-966d-25f9d5dcf689_2048x.jpg?v=1587378697,41.99,,Pipercross,PP1410,,,,,,,
PP1620,Pipercross Car Panel Filter PP1620,"Pipercross Panel Filter  PP1620 measures 340mm x 143mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1620_085d33fb-3eda-487e-980f-298ac343f1a2_2048x.jpg?v=1587378571,41.99,,Pipercross,PP1620,,,,,,,
PK306,Pipercross Car Induction Kit PK306,"Pipercross Induction Systems remove the restrictive factory airbox to offer the maximum possible airflow into the engine.
All filters use Pipercross composite airflow technology and systems are only released for production when they are bench-flow tested and make an improvement in airflow performance.
Pipercross induction sytems are highly recommended for optimum performance.
They directly replace the oem airbox and intake pipe, allowing an increase in flow over standard, up to 100 increase in some applications.??
Intakes also have an improved look over OEM and increase intake noise to improve your driving experience. These do not affect manufacturers warranty.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PK306_2048x.jpg?v=1574073541,116.82,,Pipercross,PK306,,,,,,,
PP1951,Pipercross Car Panel Filter PP1951,"Pipercross Panel Filter  PP1951 measures 283mm x 260mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1951_9909d53e-7aac-41ea-9e9c-6c97742849fc_2048x.jpg?v=1587378355,41.99,,Pipercross,PP1951,,,,,,,
PXV1-85,Pipercross Car V1 Airbox PXV1-85 for Ford Mustang 5.0 V8,"The Pipercross V1 range is where design and performance come together.
The V1 airbox has a beautiful carbon, lightweight design, allowing it to be a direct, bolt on system.
Increase air flow by removing the restrictive standard system.
Increase in air flow with the enlarged carbon fibre box and inlet tube.
Powered by Pipercross, The Pipercross cone filter will maximise the air flow which will help provide more power whilst maintaing clean & safe air for your engine using Pipercross's Performance foam compound.
The V1 is the optimal product to increase your air flow, perfect for anyone looking to gain more horsepower. The Pipercross V1 will always see more gains when partnered with supporting modifications and an ECU Remap, but will work well on it's own.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PXV1-85_2048x.jpg?v=1574074799,636.98,,Pipercross,PXV1-85,,,,,,,
VTFD04R,Velossa Tech + Pipercross Bundle for Ford Mustang GT,"Ford Mustang GT - Sold as a pair both Left and Right

Velossatech and Pipercross work so well together, take advantage of this bundle and get the PP1951 aswell??










Features
?? Maximum performance design, optimized inlet flare, and convergent duct?? All hardware included?? Smooth finish for maximum airflow?? OEM fitment?? Two-layer UV protective coating for sun protection against colour fade?? No permanent modification necessary?? No tune necessary (although beneficial if you tune with the Big Mouth)?? Made in the USA



The Velossa Tech Big Mouth is designed to scoop up, pressurise and feed fresh air into your stock airbox. Improving performance, throttle response and intake air temperatures. The Velossa Tech Big Mouth is a truly unique upgrade that allows you to get the performance benefits of a properly engineered ram duct and have the aesthetic appeal of your liking!
It has been carefully designed to bolt directly on to the inlet cowl and feed your aftermarket or stock airbox, greatly improving the performance. Designed in-house in the USA using the latest aerospace CFD fluid flow simulation techniques and methods, backed by hours and hours of R&D, fitment testing and real-world driving, we are sure you will fall in love with the American made quality and engineering of the Velossa Tech Big Mouth.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/Black_f16ba81c-5ae1-4c71-8590-07e4a0b0ed53_2048x.jpg?v=1604666334,299.99,,Pipercross,VTFD04R,,,,,,,
VTFD04R,Velossa Tech Big Mouth Ram Air Kit for Ford Mustang GT,"Ford Mustang GT - Sold as a pair both Left and Right











Features
?? Maximum performance design, optimized inlet flare, and convergent duct?? All hardware included?? Smooth finish for maximum airflow?? OEM fitment?? Two-layer UV protective coating for sun protection against colour fade?? No permanent modification necessary?? No tune necessary (although beneficial if you tune with the Big Mouth)?? Made in the USA



The Velossa Tech Big Mouth is designed to scoop up, pressurise and feed fresh air into your stock airbox. Improving performance, throttle response and intake air temperatures. The Velossa Tech Big Mouth is a truly unique upgrade that allows you to get the performance benefits of a properly engineered ram duct and have the aesthetic appeal of your liking!
It has been carefully designed to bolt directly on to the inlet cowl and feed your aftermarket or stock airbox, greatly improving the performance. Designed in-house in the USA using the latest aerospace CFD fluid flow simulation techniques and methods, backed by hours and hours of R&D, fitment testing and real-world driving, we are sure you will fall in love with the American made quality and engineering of the Velossa Tech Big Mouth.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/thumbnail_10_2048x.jpg?v=1602754532,269.9,,Pipercross,VTFD04R,,,,,,,
PP1369,Pipercross Car Panel Filter PP1369,"Pipercross Panel Filter  PP1369 measures 264mm x 163mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1369_e65da770-507d-4f6d-acc8-a49e15afc9ce_2048x.jpg?v=1587378727,41.99,,Pipercross,PP1369,,,,,,,
PP1507,Pipercross Car Panel Filter PP1507,"Pipercross Panel Filter  PP1507 measures 250mm x 197mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1507_873b7e32-9c99-46b2-8515-6a7d13490b87_2048x.jpg?v=1587378639,41.99,,Pipercross,PP1507,,,,,,,
PX1996,Pipercross Car Panel Filter PX1996,"Pipercross Panel Filter  PX1996 measures 223mm x 137mm x 136mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PX1996_2048x.jpg?v=1591110933,58,,Pipercross,PX1996,,,,,,,
PP49,Pipercross Car Panel Filter PP49,"Pipercross Panel Filter  PP49 measures 287mm x 262mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP49_718383b9-3fdf-4824-b76f-222badd4ea18_2048x.jpg?v=1587378315,41.99,,Pipercross,PP49,,,,,,,
PP1661,Pipercross Car Panel Filter PP1661,"Pipercross Panel Filter  PP1661 measures 308mm x 149mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1661_be9cbb8f-456a-4cc8-92e0-85b9ee0d5c76_2048x.jpg?v=1587378545,41.99,,Pipercross,PP1661,,,,,,,
PP1874,Pipercross Car Panel Filter PP1874,"Pipercross Panel Filter  PP1874 measures 345mm x 300mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1874_40cfb882-ea35-4aa4-a0bf-0ba5908584b9_2048x.jpg?v=1587378409,41.99,,Pipercross,PP1874,,,,,,,
PP1783,Pipercross Car Panel Filter PP1783,"Pipercross Panel Filter  PP1783 measures 270mm x 250mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1783_1ac05ccc-aa1c-427d-b30e-2bdf72ee3dac_2048x.jpg?v=1587378459,41.99,,Pipercross,PP1783,,,,,,,
PX229,Pipercross Car Panel Filter PX229,"Pipercross Panel Filter  PX229 measures 146mm x 90mm x 162mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PX229_931ddae0-3c8f-426a-833d-c77360acd3c9_2048x.jpg?v=1587378117,41.99,,Pipercross,PX229,,,,,,,
PX1356,Pipercross Car Panel Filter PX1356,"Pipercross Panel Filter  PX1356 measures 280mm x 245mm x 57mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PX1356_0fcf35d9-9fcc-4043-bf59-d5e35394729d_2048x.jpg?v=1587378223,41.99,,Pipercross,PX1356,,,,,,,
